rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,ds_r,ds_err
0.1,0.15848931924611134,51446,0.12589254117941673,75.79608336739217,51.04776107188935,0.23739512627884207,1.0091803737616691,0.8779728472426654,1.683566873728793,1.012498745674063,-0.4022667715103646,3.2132761864396837
0.15848931924611134,0.251188643150958,132016,0.19952623149688797,56.69863885651625,38.34230376675528,0.23805888225434393,1.0136054351786499,0.8772338644967002,1.6836820477163108,1.011220833314547,-0.3801228404692174,1.4900240206834285
0.251188643150958,0.3981071705534973,335217,0.31622776601683794,34.09106281172422,23.154077269864437,0.23807575930015618,1.013183276337449,0.8766724928952038,1.6837561614968732,1.0114952202263154,-0.32122703886386084,1.0517213416936955
0.3981071705534973,0.6309573444801934,839532,0.5011872336272724,24.543811786272435,16.561997837772573,0.23805404986672765,1.0140278801218001,0.8770906730583596,1.6838259453670505,1.011239438206183,-0.12788277494039352,0.740006868586035
0.6309573444801934,1.0,2112774,0.7943282347242816,16.277477177914655,10.886208149267652,0.23795531205037884,1.0141445617985196,0.8774209898102439,1.683899731576229,1.0112190851698861,0.008549910575703137,0.5069416942621635
1.0,1.584893192461114,5279681,1.2589254117941675,10.923691569546481,7.313267817346487,0.2377988997374366,1.014470415998624,0.8774761978706167,1.683900020442465,1.0111009291514836,-0.001485170920662795,0.391764480933895
1.584893192461114,2.511886431509581,13239181,1.9952623149688804,7.0442532361023416,4.650938977784169,0.23789487629015924,1.0140052359220175,0.8775402205109488,1.6839214843461194,1.0112324945775697,0.06312068598472848,0.2606023957677671
2.511886431509581,3.981071705534973,33205244,3.16227766016838,3.448558662988029,2.2115457324478216,0.2379378927097673,1.0138146524554243,0.8775578272340532,1.6839485242444958,1.0112765084522086,0.09606815227867513,0.1598591353706966
3.981071705534973,6.309573444801933,83411817,5.011872336272724,1.9237835423949994,1.292292993358258,0.23782389259441108,1.013759993131229,0.8775710807092628,1.683949386966125,1.0114146841370066,-0.005183145398905271,0.13702196946141007
6.309573444801933,10.0,209242102,7.943282347242816,1.2513360830280849,0.8201591137829107,0.23771385663183522,1.0137807111156774,0.8775661554880942,1.6839493777645917,1.0113799591125838,0.017082346895324983,0.09694272373351995
10.0,15.848931924611142,523412490,12.589254117941675,0.8694970923209544,0.6146837686671899,0.23766260311826698,1.0137414026638707,0.8776061016823361,1.68394039943702,1.0114047315448897,-0.03296000844637648,0.09159474900507557
15.848931924611142,25.11886431509582,1303712193,19.952623149688808,0.5916082782223455,0.409234724678992,0.2376606751168711,1.0136343208573522,0.877623634317954,1.6839600210855472,1.0113946909303004,-0.013436824489806912,0.07655853445148017
25.11886431509582,39.810717055349734,3241454680,31.62277660168381,0.484644972314937,0.2868515498485717,0.23764439244712127,1.013578073932705,0.8777856991229065,1.683986378682224,1.0114556909331847,0.03730124774785598,0.05724761196001943
