rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,ds_r,ds_err
0.1,0.15848931924611134,25587,0.12589254117941673,76.74881603631255,50.58321650399293,0.3669897282894356,1.0375768598601836,0.8790472009370839,1.6831106558812583,1.0092039934343764,0.8173445248662061,3.0383208356365623
0.15848931924611134,0.251188643150958,66303,0.19952623149688797,53.802090745687536,35.48483269202432,0.3667092100091856,1.0421477802020302,0.8792731567768941,1.682907131503647,1.0105969462107445,0.493182881324325,1.8557332913351272
0.251188643150958,0.3981071705534973,166645,0.31622776601683794,40.798972441950646,27.06689039335701,0.36712207927466445,1.0434709617687175,0.8785121853562793,1.6831502271469885,1.0097008977250927,0.2597230238523124,1.2522670747700735
0.3981071705534973,0.6309573444801934,421148,0.5011872336272724,23.95070929607976,16.20183510740662,0.367144005386944,1.0437285311006024,0.8785770065346111,1.683178195807157,1.0105707091291276,-0.1752223440785292,0.7289657234673396
0.6309573444801934,1.0,1058349,0.7943282347242816,16.573015950847232,10.972100365467577,0.36709666141820124,1.0435469176227892,0.8788043380452751,1.6832378740947964,1.0106723563968611,0.113353390104357,0.44375227480327945
1.0,1.584893192461114,2653898,1.2589254117941675,10.718399162831846,7.171556724376134,0.3672199277243031,1.0433913436199747,0.8788320894439932,1.6833044885491935,1.0106567141492475,-0.002571698104986095,0.3348839859493737
1.584893192461114,2.511886431509581,6659239,1.9952623149688804,6.8358975422528445,4.52620145919382,0.36730127568050286,1.043090293692226,0.8788909442737921,1.6833507809725858,1.010633860520513,0.045649724651057384,0.23154551511513788
2.511886431509581,3.981071705534973,16645263,3.16227766016838,3.5368790494237126,2.340025693398154,0.36737141465343154,1.0431615712087694,0.879028196795741,1.6833750085099382,1.0107047205033033,0.024871320122466584,0.17460238212991838
3.981071705534973,6.309573444801933,41640465,5.011872336272724,2.042765739838326,1.3464254797731203,0.3673405791377281,1.0431925031188982,0.8790430586402552,1.6833730930009703,1.0109540941935555,0.019089912890372446,0.1064333550677351
6.309573444801933,10.0,104415615,7.943282347242816,1.3315111399911357,0.9009668116413796,0.36730443291877884,1.0433071851741238,0.879044401853597,1.6833851030197904,1.0108743222501813,-0.010836998239947824,0.07018430451556062
10.0,15.848931924611142,262540726,12.589254117941675,1.0517754321097514,0.7029015528984929,0.3673304222542457,1.0431891836780698,0.8790129241116006,1.6834144159352438,1.0108461947262497,0.0002543696472493634,0.06857885802855496
15.848931924611142,25.11886431509582,662543257,19.952623149688808,0.6881486562615851,0.4808321508409375,0.36729222863081673,1.0429950351193356,0.8790363877977309,1.683457344849255,1.0108685301935258,-0.020810131826246914,0.06561879777849441
25.11886431509582,39.810717055349734,1670109718,31.62277660168381,0.5065166536497495,0.3596576882905242,0.3672310761879315,1.0428149030589,0.8789313247037538,1.683482679286803,1.0108667910132187,-0.021019287595537152,0.04939411850954294
